UnitCode,StdLocName,SiteID,DeployDate,Study_day_Deploy,RetrievalDate,Study_day_Retrieve,DeployJulian,RetrieveJulian,Study_days,SatialDataSource,CameraName,SDCardName,MountMethod,CamPosition,BatteryStatus,CameraSensitivity,DelaySec,ImagePer,CameraBearing,SetupNotes,CollectionNotes,PhotoNotes,TotalPics,QAQCed,ValidateTenPct,Certified,CertifiedDate,ExcludeAnalysis,NPSpecies,GlobalID,coords.x1,coords.x2
ORPI,Wildlife_ORPI_V101_009,43,3/23/2017,368,4/26/2017,402,82,116,35,Samsung Tab Active A,SODN_018,SODNsd045,Stake,NA,Full,Normal,5,1,284,In front of creosote bush and dead branch,NA,NA,52,Y,NA,NA,NA,N,NA,{E0138B90-D3B3-4758-BB7A-BA9C9851ACBD},-113.0595516,32.12644247
ORPI,Wildlife_ORPI_V101_004,41,3/23/2017,368,4/26/2017,402,82,116,35,Samsung Tab Active A,SODN_040,SODNsd010,Stake,NA,Full,Normal,5,1,358,camera is 25 meters west of point.,NA,NA,617,Y,NA,NA,NA,N,NA,{7290A970-37B4-4AD2-AA35-A54DAB6C33C8},-113.0814964,32.14475035
ORPI,Wildlife_ORPI_V103_008,39,3/23/2017,368,4/25/2017,401,82,115,34,Samsung Tab Active A,covert no num.,SODNsd057,Stake,NA,Full,Normal,5,1,27,Camera under Palo Verde.,NA,Very few pictures of wildife. Could be due to the proximity of the camera to the large boulders in front of it. The surface temeprature of the rocks may have been triggering the camera.,378,Y,NA,NA,NA,N,NA,{121AFB87-5F71-436D-BAA3-6C897E6347E5},-112.9487815,32.1644331
ORPI,Wildlife_ORPI_V103_004,51,3/24/2017,369,4/26/2017,402,83,116,34,Samsung Tab Active A,SODN_051,SODNsd098,Stake,NA,Dead,Normal,5,1,96,2m @ 160° from rebar,NA,NA,0,Y,NA,NA,NA,N,NA,{F477471D-0C9E-4AE2-AA10-0AF365BE4E11},-112.9912947,32.09080702
ORPI,Wildlife_ORPI_V101_005,48,3/24/2017,369,4/26/2017,402,83,116,34,Samsung Tab Active A,SODN_055,SODNsd015,Stake,NA,Full,Normal,5,1,350,15 m from rebar @236°,NA,NA,26,Y,NA,NA,NA,N,NA,{704A6443-0197-4D2F-AE66-93E276BC2DA2},-113.0063022,32.09683803
ORPI,Wildlife_ORPI_V102_001R,50,3/24/2017,369,4/25/2017,401,83,115,33,Samsung Tab Active A,sodn_57,SODNsd062,Stake,NA,Full,Normal,5,1,259,NA,NA,NA,18,Y,NA,NA,NA,N,NA,{6544567F-C5C9-427B-9435-F425D491F0F7},-113.0424567,32.01976072
ORPI,Wildlife_ORPI_V101_001R,49,3/24/2017,369,4/26/2017,402,83,116,34,Samsung Tab Active A,sodn_13,SODNsd046,Stake,NA,Full,Normal,5,1,360,camera under snag.,NA,NA,273,Y,NA,NA,NA,N,NA,{2CAE9612-3698-4FFE-B878-19EB93BE97E7},-113.0449288,32.04926551
ORPI,Wildlife_ORPI_V103_002,46,3/24/2017,369,4/27/2017,403,83,117,35,Samsung Tab Active A,SODN_076,SODNsd047,Stake,NA,Good,Normal,5,1,302,camera is 5 meters away from point next to two Ocotillo,NA,NA,42,Y,NA,NA,NA,N,NA,{161C6860-1C71-46F9-9424-135DC9A4471A},-112.9734286,32.12606303
ORPI,Wildlife_ORPI_V103_012,47,3/24/2017,369,4/27/2017,403,83,117,35,Samsung Tab Active A,SODN_024,SODNsd075,Stake,NA,Full,Normal,5,1,340,camera is 12 meters south east of point. camera is in front of Palo Verde.,NA,NA,68,Y,NA,NA,NA,N,NA,{B71977C5-D6C9-4D4B-AF21-1323F1BAECD7},-112.9810485,32.11890654
CAGR,Wildlife_CAGR_V101_CMPD_D,122,7/25/2017,492,10/26/2017,585,206,299,94,Samsung Tab Active A,SODN 019,SODN 073,Stake,NA,Good,Normal,5,1,14,NA,NA,NA,789,Y,NA,NA,NA,N,NA,{986193B9-EAF5-491B-9467-CB52DC369B25},-111.532101,32.995746
CAGR,Wildlife_CAGR_V101_CMPD_C,123,7/25/2017,492,10/26/2017,585,206,299,94,Samsung Tab Active A,SODN 073,SODN 093,Stake,NA,Full,Normal,5,1,2,NA,NA,NA,84,Y,NA,NA,NA,N,NA,{99CEC85B-9B6D-418C-A908-5069570C74F5},-111.537751,32.996402
CAGR,Wildlife_CAGR_V101_CMPD_G,124,7/25/2017,492,10/26/2017,585,206,299,94,Samsung Tab Active A,SODN 014,SODN 097,Stake,NA,Full,Normal,5,1,18,NA,NA,NA,202,Y,NA,NA,NA,N,NA,{74503D9C-C751-4FAD-9211-B961FB210626},-111.534997,32.99336
CAGR,Wildlife_CAGR_V101_003,125,7/25/2017,492,10/26/2017,585,206,299,94,Samsung Tab Active A,SODN 012,SODN 089,Stake,NA,Good,Normal,5,1,6,NA,NA,NA,68,Y,NA,NA,NA,N,NA,{ED01D54B-0D94-4EF7-98D3-1787B488B639},-111.528091,32.993192
CAGR,Wildlife_CAGR_V101_001,126,7/25/2017,492,10/26/2017,585,206,299,94,Samsung Tab Active A,SODN 071,SODN 094,Stake,NA,Full,Normal,5,1,336,NA,NA,NA,187,Y,NA,NA,NA,N,NA,{A79E17D1-DA99-440B-8503-7F74FC197B25},-111.529335,32.999142
CAGR,Wildlife_CAGR_V101_002,127,7/25/2017,492,10/26/2017,585,206,299,94,Samsung Tab Active A,SODN 076,SODN 109,Stake,NA,Full,Normal,5,1,316,NA,NA,NA,140,Y,NA,NA,NA,N,NA,{16AB021F-CCB2-4E19-8017-313024988C17},-111.540633,32.994583
CHIR,Wildlife_CHIR_V402_007,128,9/7/2017,536,11/27/2017,617,250,331,82,Garmin GLO,SODN_055,SODNsd103,Stake,NA,Good,Normal,5,1,252,facing sw,NA,NA,293,Y,NA,NA,NA,N,NA,{86481FBB-4F32-4F7C-81D8-8F92C1E0FC40},-109.3660094,32.01769112
CHIR,Wildlife_CHIR_V402_010,129,9/7/2017,536,11/27/2017,617,250,331,82,Garmin GLO,SODN_011,SODNsd069,Stake,NA,Good,Normal,5,1,281,camera facing west,NA,NA,405,Y,NA,NA,NA,N,NA,{6114F775-D228-4616-B8FD-0A111A18DDA5},-109.3634298,32.01279327
CHIR,Wildlife_CHIR_V503_011,130,9/8/2017,537,11/28/2017,618,251,332,82,Garmin GLO,SODN_040,SODNsd135,Stake,NA,Good,Normal,5,1,208,facing south 6 meters west  from rebar,NA,NA,96,Y,NA,NA,NA,N,NA,{532381CB-58C1-40C7-AFA2-44F84C399FE6},-109.3247086,32.00994724
CHIR,Wildlife_CHIR_V402_011,131,9/8/2017,537,11/27/2017,617,251,331,81,Garmin GLO,SODN_077,SODNsd121,Stake,NA,Good,Normal,5,1,255,"next to main rebar (0,0) below small rock outcrop.",NA,NA,58,Y,NA,NA,NA,N,NA,{61E3910A-504B-4A01-8FD7-64805BEBD05B},-109.387767,32.013161
CHIR,Wildlife_CHIR_V402_017,132,9/8/2017,537,11/27/2017,617,251,331,81,Garmin GLO,SODN_021,SODNsd105,Stake,NA,Low,Normal,5,1,8,"20 meters below (NW) rebar 0,0. Camera is at actual GPS location. Uplands plot is 20 meters above (SE) of gps location.",NA,NA,8133,Y,NA,NA,NA,N,NA,{C16E02C4-7ED2-4118-8B27-D7C75F6C0421},-109.380504,32.015263
CHIR,Wildlife_CHIR_V501_001,133,9/9/2017,538,11/29/2017,619,252,333,82,Garmin GLO,SODN_023,SODNsd109,Stake,NA,Good,Normal,5,1,328,"na
",NA,NA,397,Y,NA,NA,NA,N,NA,{D82CC93E-E7F5-4143-B3C8-71BBFA8D1F1B},-109.308293,32.030039
CHIR,Wildlife_CHIR_V402_006,134,9/9/2017,538,11/28/2017,618,252,332,81,Garmin GLO,SODN_029,SODNsd137,Stake,NA,Good,High,5,1,260,"2-4 m SE of 0,0 rebar.",NA,No wildlife observations,1996,Y,NA,NA,NA,N,NA,{487F79CB-01F9-4E0F-8D31-9A6E1890E7BF},-109.336908,32.005832
CHIR,Wildlife_CHIR_V503_007,135,9/9/2017,538,11/30/2017,620,252,334,83,Garmin GLO,SODN_075,SODNsd136,Stake,NA,Good,Normal,5,1,2,"camera is facing north, 2 meters west of rebar",NA,NA,38,Y,NA,NA,NA,N,NA,{95A4027C-8D8D-4A31-AF79-83113ECFEFB5},-109.3447,32.00924
CHIR,Wildlife_CHIR_V402_004,136,9/10/2017,539,11/29/2017,619,253,333,81,Garmin GLO,SODN_045,SODNsd076,Stake,NA,Dead,Normal,5,1,321,"staked supported by rock carin approx 5m from 0,0 rebar. Disassemble carin at retreival.",NA,NA,9999,Y,NA,NA,NA,N,NA,{8C21529E-2DAF-44E8-AE14-DE5F00436348},-109.383287,32.005887
CHIR,Wildlife_CHIR_V503_008,137,9/10/2017,539,11/28/2017,618,253,332,80,Garmin GLO,SODN_020,SODNsd074,Stake,NA,Good,Normal,5,1,7,"Camera facing north, 4m NE of 0,0 rebar.",NA,NA,13,Y,NA,NA,NA,N,NA,{5DC4F234-C315-48A3-83B9-65F4741096BA},-109.3121728,32.00933531
CHIR,Wildlife_CHIR_V503_009,138,9/10/2017,539,11/28/2017,618,253,332,80,Garmin GLO,SODN_018,SODNsd077,Stake,NA,Low,Normal,5,1,178,"just south of rear (0,0) 
facing south",NA,NA,18,Y,NA,NA,NA,N,NA,{02CA79B1-F74F-44E3-97CD-9EDC2499649D},-109.317181,32.0076
CHIR,Wildlife_CHIR_V503_004,139,9/10/2017,539,11/28/2017,618,253,332,80,Garmin GLO,ORPI_039,SODNsd071,Stake,NA,Low,Normal,5,1,316,"CameraID is ORPI_39 Facing NW, 2 meters East of rebar 0,0",NA,NA,3,Y,NA,NA,NA,N,NA,{84BEF525-EE3B-47CB-BAF8-FDFB32B16DA9},-109.321016,32.021859
CHIR,Wildlife_CHIR_V402_005,140,9/10/2017,539,11/28/2017,618,253,332,80,Garmin GLO,SODN_017,SODNsd089,Stake,NA,Good,Normal,5,1,335,facing northwest 8 meters down slop of rebar 00. in rocky outcrop,NA,NA,103,Y,NA,NA,NA,N,NA,{798BFF8B-FE15-44D6-8BF4-2F91F6B594D9},-109.3706006,31.99457171
CHIR,Wildlife_CHIR_V402_015,141,9/10/2017,539,11/28/2017,618,253,332,80,Garmin GLO,SODN_079,SODNsd090,Stake,NA,Good,Normal,5,1,326,"Camera deployed 6m SSW at 226 from 0,0 rebar (rebar next to dead JUNDEP).",NA,NA,9999,Y,NA,NA,NA,N,NA,{98292D8F-C433-4CB9-A9DA-8B8CF8917C5B},-109.3690374,31.98804608
CHIR,Wildlife_CHIR_V402_013,142,9/10/2017,539,11/28/2017,618,253,332,80,Garmin GLO,SODN_078,SODNsd085,Stake,NA,Low,Normal,5,1,302,"4 meters south of 00 rebar, facing west",NA,NA,474,Y,NA,NA,NA,N,NA,{86CE4A9E-5DFB-4F68-BAE1-3B3D25BEF97C},-109.3641526,31.98630714
CHIR,Wildlife_CHIR_V502_001,143,9/11/2017,540,11/29/2017,619,254,333,80,Garmin GLO,SODN_015,SODNsd097,Stake,NA,Low,Normal,5,1,287,na,NA,NA,28,Y,NA,NA,NA,N,NA,{0555D5D6-2AC3-4677-9FB5-C324343CB309},-109.342294,32.019481
CHIR,Wildlife_CHIR_V502_016,144,9/11/2017,540,11/30/2017,620,254,334,81,Garmin GLO,SODN_034,SODNsd125,Stake,NA,Good,Normal,5,1,320,Camera is ten meters east of original plot. Three meters west of two JUNDEP snags.,NA,NA,170,Y,NA,NA,NA,N,NA,{68C13E05-BCDF-4145-8EB9-50133A7BAAE2},-109.369509,32.027275
CHIR,Wildlife_CHIR_V502_021,145,9/12/2017,541,11/30/2017,620,255,334,80,Garmin GLO,SODN_042,SODNsd094,Stake,NA,Low,Normal,5,1,193,"Camera 3m NW from 0,0 rebar. 1M South of 2m tall QUETOU. Facing SSW.",NA,NA,66,Y,NA,NA,NA,N,NA,{AD2FEC6F-5A43-459F-8E00-809810FF0A49},-109.350052,31.992449
CHIR,Wildlife_CHIR_V502_012,146,9/12/2017,541,11/30/2017,620,255,334,80,Garmin GLO,SODN_041,SODNsd126,Stake,NA,Good,Normal,5,1,347,Camera located at bearing 42 north east of rebar cp2 between two 4m tall PINDIS snags. facing north west.,NA,NA,41,Y,NA,NA,NA,N,NA,{9CCFE477-D44C-4C7C-A737-F2E0DC5F1741},-109.356398,31.995791
CHIR,Wildlife_CHIR_V502_017,147,9/12/2017,541,12/6/2017,626,255,340,86,Garmin GLO,SODN_072,SODNsd123,Stake,NA,Good,High,5,1,294,San Dimas high school football rules!,NA,NA,50,Y,NA,NA,NA,N,NA,{CDFF3005-AF5F-4A91-8DC8-4852D50412F4},-109.3349096,31.98761677
CHIR,Wildlife_CHIR_V502_002,148,9/12/2017,541,12/6/2017,626,255,340,86,Garmin GLO,SODN_054,SODNsd127,Stake,NA,Good,High,5,1,175,"at edge of gully due west of 0,0 in between daswhe,rhuvir, and gymglu",NA,No wildllife observations,782,Y,NA,NA,NA,N,NA,{7091B9BB-B9EE-4574-B94C-D079B4E0BDC0},-109.3315454,31.98383695
CHIR,Wildlife_CHIR_V402_002,149,9/13/2017,542,11/30/2017,620,256,334,79,Garmin GLO,SODN_056,SODNsd129,Stake,NA,Good,Normal,5,1,272,na,NA,NA,140,Y,NA,NA,NA,N,NA,{AF41850D-DB96-4CC9-B70F-AC1CD349FE63},-109.383643,32.034953
CHIR,Wildlife_CHIR_V402_001,150,9/13/2017,542,11/30/2017,620,256,334,79,Garmin GLO,SODN_016,SODNsd130,Stake,NA,Good,Normal,5,1,47,na,NA,NA,21,Y,NA,NA,NA,N,NA,{63B3A783-4B24-4243-8887-DBFEA00C6C48},-109.38541,32.026493
CHIR,Wildlife_CHIR_V502_014,151,9/13/2017,542,11/28/2017,618,256,332,77,Garmin GLO,SODN_024,SODNsd128,Stake,NA,Good,Low,5,1,335,"6m N of rebar at 24 degrees. in between two medium height Quercus shrubs, in small clearing.",NA,NA,2015,Y,NA,NA,NA,N,NA,{AA145508-F543-4D12-BA03-5048D5E36B4A},-109.3533141,32.03753229
CHIR,Wildlife_CHIR_V502_020,152,9/13/2017,542,11/28/2017,618,256,332,77,Garmin GLO,SODN_035,SODNsd093,Stake,NA,Good,Normal,5,1,278,About 5 m from two medium height Agave clusters at bearing of 48. 2 feet in front of 2m high QUETOU.,NA,NA,363,Y,NA,NA,NA,N,NA,{C6FE3239-9060-4407-86AB-D236002499AE},-109.358654,32.032846
CHIR,Wildlife_CHIR_V503_006,153,9/13/2017,542,11/29/2017,619,256,333,78,Garmin GLO,SODN_053,SODNsd133,Stake,NA,Good,Normal,5,1,298,"camera is 2 meters east of rebar 00, facing west",NA,NA,117,Y,NA,NA,NA,N,NA,{308F1017-9346-4886-A8AB-471561DD1715},-109.315057,31.996299
CHIR,Wildlife_CHIR_V502_019,154,9/13/2017,542,11/29/2017,619,256,333,78,Garmin GLO,SODN_033,SODNsd131,Stake,NA,Full,Normal,5,1,298,3 meters southwest if rebar 00 facing northwest,NA,NA,10,Y,NA,NA,NA,N,NA,{8A3EB2C2-C552-4CB3-A30B-75950543FBF1},-109.303066,31.990208
CHIR,Wildlife_CHIR_V503_002,155,9/13/2017,542,11/29/2017,619,256,333,78,Garmin GLO,SODN_026,SODNsd134,Stake,NA,Good,Normal,5,1,10,3 meters northwest of original point camera facing north.,NA,NA,102,Y,NA,NA,NA,N,NA,{2A7A045F-AFA2-448F-89A6-63D66EA9C48C},-109.307786,31.989715
CHIR,Wildlife_CHIR_V502_009,156,9/13/2017,542,11/29/2017,619,256,333,78,Garmin GLO,SODN_043,SODNsd098,Stake,NA,Good,Normal,5,1,326,camera is 13 meters south east of original point. under dead pine and 3 meters away and @147 degrees from 13 meter pine. camera facing northwest,NA,NA,448,Y,NA,NA,NA,N,NA,{F54CFA2A-6F6F-47C1-9108-01EFF33612E0},-109.305381,31.998439
CHIR,Wildlife_CHIR_V402_003,157,9/14/2017,543,11/28/2017,618,257,332,76,Garmin GLO,SODN_025,SODNsd124,Stake,NA,Low,Normal,5,1,313,na,NA,NA,9999,Y,NA,NA,NA,N,NA,{C8203090-4F25-45DC-8B94-CDF112A5816F},-109.351683,32.00175
CHIR,Wildlife_CHIR_V502_024,158,9/14/2017,543,12/6/2017,626,257,340,84,Garmin GLO,SODN_027,SODNsd102,Stake,NA,Good,Normal,5,1,300,"Camera at 44 degrees up slope of 3 meter tall PINDIS, one foot west of medium to large rock.",NA,NA,3991,Y,NA,NA,NA,N,NA,{BE2AADBF-2926-4C90-B270-1019C0B3FF7B},-109.326829,31.98681
CHIR,Wildlife_CHIR_V502_013,159,9/14/2017,543,11/30/2017,620,257,334,78,Garmin GLO,SODN_057,SODNsd108,Stake,NA,Full,Low,5,1,196,na,NA,NA,528,Y,NA,NA,NA,N,NA,{C2C8CF45-D338-48F1-9000-4ACFEBF59BE4},-109.302951,31.97949
CHIR,Wildlife_CHIR_Rhyolite_Index1,160,9/20/2017,549,11/27/2017,617,263,331,69,Garmin GLO,SODN_009,SODNsd062,Vegetation,NA,Full,Normal,5,1,216,"cam is in tall pine tree, just downstream from snag blocking creek and opposite trail.",NA,NA,66,Y,NA,NA,NA,N,NA,{0A4B137D-E6B7-496F-8AB1-C13368E1862D},-109.353649,32.006081
CHIR,Wildlife_CHIR_Bonita_Index3,161,9/20/2017,549,11/27/2017,617,263,331,69,Garmin GLO,SODN_010,SODNsd063,Vegetation,NA,Full,Normal,5,1,162,in snag on opposite bank from rd.,NA,NA,172,Y,NA,NA,NA,N,NA,{250BD067-7692-4244-BC98-A3124C28288F},-109.33816,32.021976
CHIR,Wildlife_CHIR_Bonita_Index1,162,9/20/2017,549,11/27/2017,617,263,331,69,Garmin GLO,SODN_007,SODNsd014,Vegetation,NA,Full,Normal,5,1,102,cam on snag in middle of creek.,NA,NA,369,Y,NA,NA,NA,N,NA,{F7934305-65AD-496A-9C77-39B6964A8565},-109.382164,32.010247
CHIR,Wildlife_CHIR_V502_003,163,9/21/2017,550,11/29/2017,619,264,333,70,Garmin GLO,SODN_038,SODNsd152,Stake,NA,Good,Normal,5,1,238,"4 meters north east of rebar 0,0 down slope of Bedrock and 3 meters up slope of multiple tall PINDIS snags",NA,NA,104,Y,NA,NA,NA,N,NA,{166040BA-4AF5-42E0-AEB2-43A26DC69D42},-109.33972,32.038178
CHIR,Wildlife_CHIR_V502_018,164,9/21/2017,550,11/29/2017,619,264,333,70,Garmin GLO,SODN_044,SODNsd151,Stake,NA,Good,Normal,5,1,216,"Camera 2m NE of 5m tall, fallen PINDIS snag and 4m NW of 3m tall, standing PINDIS snag.",NA,NA,63,Y,NA,NA,NA,N,NA,{A728E1A7-00E6-4556-A206-1A00CC58955F},-109.3452813,32.03480167
CHIR,Wildlife_CHIR_V502_007,165,9/21/2017,550,12/1/2017,621,264,335,72,Garmin GLO,SODN_013,SODNsd150,Stake,NA,Good,Normal,5,1,198,"Camera in clearing, 10m NE of plot. Surrounded by JUNDEP and ARCPUN.",NA,NA,15,Y,NA,NA,NA,N,NA,{C45C2B4A-8C78-4D39-B0E1-AF974C56E289},-109.3335902,32.02820597
CHIR,Wildlife_CHIR_V501_004,166,9/21/2017,550,11/28/2017,618,264,332,69,Garmin GLO,SODN_022,SODNsd161,Stake,NA,Good,Low,5,1,10,under canopy of small dead tree.,NA,NA,1800,Y,NA,NA,NA,N,NA,{EDE1D9F4-097A-4FA3-B862-7FE2F97A42AC},-109.320113,32.039712
CHIR,Wildlife_CHIR_V501_003,167,9/21/2017,550,11/28/2017,618,264,332,69,Garmin GLO,SODN_032,SODNsd158,Stake,NA,Good,Low,5,1,30,just south of small drainage.near medium size yucca.,NA,NA,1701,Y,NA,NA,NA,N,NA,{1197A170-7FF1-4A57-8AB4-24D9A117C1FE},-109.325494,32.043238
CHIR,Wildlife_CHIR_V501_002,168,9/21/2017,550,12/1/2017,621,264,335,72,Garmin GLO,SODN_028,SODNsd160,Stake,NA,Good,Low,5,1,350,just upslope from large downed snag.,NA,NA,79,Y,NA,NA,NA,N,NA,{C942A279-0563-4C34-AF59-9D691EA7FAAB},-109.314057,32.046282
SAGW,Wildlife_SAGW_W202_031,82,1/17/2018,668,3/1/2018,711,17,60,44,Garmin GLO,SODN_026,SODNsd079,Stake,NA,Good,Normal,5,1,194,camera is just to the east of where small drainage across from administration road joins larger drainage. beneath large Palo verde/jojoba conglomerate. bag lower left of setup photo is where junction occurs  ,NA,NA,62,Y,NA,NA,NA,N,NA,{AF3191B3-97E1-4F61-B6D8-770DD599B7F0},-111.195969,32.252583
SAGW,Wildlife_SAGW_W202_001,83,1/17/2018,668,3/1/2018,711,17,60,44,Garmin GLO,SODN_046,SODNsd107,Stake,NA,Good,Normal,5,1,322,"camera north of large Ocotillo north and just east of large, pulled brush pile with rocks stacked on top",NA,NA,25,Y,NA,NA,NA,N,NA,{DB796AAD-76DB-48D8-A3D1-1559269CF370},-111.185263,32.252877
SAGW,Wildlife_SAGW_W202_036,84,1/17/2018,668,3/2/2018,712,17,61,45,Garmin GLO,SODN_013,SODNsd106,Stake,NA,Good,Normal,5,1,344,camera in deep depression just outside of drainage. staked directly north of downed saguaro ribs,NA,NA,44,Y,NA,NA,NA,N,NA,{4D35BCB4-B927-481E-BAE3-59D81D9E350A},-111.185193,32.261474
SAGW,Wildlife_SAGW_W202_002,85,1/17/2018,668,3/13/2018,723,17,72,56,Garmin GLO,SODN_033,SODNsd101,Stake,NA,Good,Normal,5,1,315,camera is next to large saguaro with 3 down-turned arms and just south of small rill.,NA,NA,92,Y,NA,NA,NA,N,NA,{30C68EA9-CBFB-492F-84A9-BB221D113F2D},-111.196017,32.26161
SAGW,Wildlife_SAGW_W101_044,91,1/18/2018,669,2/26/2018,708,18,57,40,Garmin GLO,SODN_016,SODNsd139,Stake,NA,Good,Normal,5,1,71,in open soil 10 m from large ironwood tree @ 200 degrees,NA,NA,57,Y,NA,NA,NA,N,NA,{079AFECC-30F9-40ED-8507-F03A190E0B4B},-111.216875,32.297815
SAGW,Wildlife_SAGW_W101_048,90,1/18/2018,669,2/26/2018,708,18,57,40,Garmin GLO,SODN_041,SODNsd144,Stake,NA,Good,Normal,5,1,313,camera is in open bare ground at NW base of large 5 armed saguaro,NA,NA,77,Y,NA,NA,NA,N,NA,{61EA5872-8E5A-4D5B-9382-3F4EF2B5C8D7},-111.2279787,32.30673361
SAGW,Wildlife_SAGW_W102_064,110,1/18/2018,669,2/27/2018,709,18,58,41,Garmin GLO,SODN_090,SODNsd157,Stake,NA,Low,Normal,5,1,266,"camera is staked between two mesquite trees, 45 m off the road",NA,Lots of washed out photos at night. Consider angling slightly higher to mitigate optical bounceback from bare ground,52,Y,NA,NA,NA,N,NA,{A13D4180-60D0-4A21-BB06-E85CAA440D1C},-111.2065529,32.28857419
SAGW,Wildlife_SAGW_W202_042,92,1/18/2018,669,2/26/2018,708,18,57,40,Garmin GLO,SODN_090,SODNsd159,Stake,NA,Good,Normal,5,1,278,camera is in open gravel next to large mesquite snag,NA,Lots of washed out photos at night. Consider angling slightly higher to mitigate optical bounceback from bare ground,116,Y,NA,NA,NA,N,NA,{CBECC795-3CDD-44A7-B019-54B10DFBD23C},-111.196056,32.288867
SAGW,Wildlife_SAGW_W202_021,114,1/18/2018,669,2/27/2018,709,18,58,41,Garmin GLO,SODN_037,SODNsd072,Stake,NA,Low,Normal,5,1,174,camera is on western slope of shallowl drainage. ,NA,NA,25,Y,NA,NA,NA,N,NA,{CDA5EEB2-76CA-49E5-AE87-BB0EC5152C71},-111.1641736,32.28905238
SAGW,Wildlife_SAGW_W202_017,120,1/18/2018,669,2/27/2018,709,18,58,41,Garmin GLO,SODN_091,SODNsd145,Stake,NA,Low,Normal,5,1,80,"camera is in open soil, 6 meters from cholla/opuntia conglomerate @ 206 degrees",NA,NA,75,Y,NA,NA,NA,N,NA,{E69CF54B-9B9B-4DF6-8CB0-8F50EC2C5FB8},-111.174902,32.279781
SAGW,Wildlife_SAGW_W202_041,89,1/18/2018,669,3/2/2018,712,18,61,44,Garmin GLO,SODN_056,SODNsd138,Stake,NA,Low,Normal,5,1,18,"cam is on west - facing slope of hill about 20 m below top. 6 meters from three - armed saguaro @ 80 degrees
",NA,,27,Y,NA,NA,NA,N,NA,{B28B8273-1655-4A9E-8AF4-929CAA290A93},-111.1852802,32.27978617
SAGW,Wildlife_SAGW_W102_035,71,1/19/2018,670,2/27/2018,709,19,58,40,Garmin GLO,SODN_053,SODNsd142,Stake,NA,Good,Normal,5,1,18,"in open gravel, 20 m from very large ocotillo/saguaro conglomerate @178 degrees",NA,NA,84,Y,NA,NA,NA,N,NA,{308FD400-F89C-4C6A-A8C2-CA98248CC387},-111.217213,32.261632
SAGW,Wildlife_SAGW_W101_038,66,1/19/2018,670,3/1/2018,711,19,60,42,Garmin GLO,SODN_038,SODNsd148,Stake,NA,Good,Normal,5,1,294,"cam in open soil, at base of tall, no - armed saguaro",NA,NA,44,Y,NA,NA,NA,N,NA,{B7626160-8DA5-4AE9-B8F0-AF90B09AE936},-111.22793,32.270645
SAGW,Wildlife_SAGW_W101_015,67,1/19/2018,670,3/1/2018,711,19,60,42,Garmin GLO,SODN_101,SODNsd141,Stake,NA,Good,Normal,5,1,246,camera in open soil approx 13 m from small rill @160 degrees,NA,Early morning photos (<7 am) are washed out. Angle camera higher next time,238,Y,NA,NA,NA,N,NA,{2A8EF7BC-009C-4A2F-8437-F84EF352D674},-111.227929,32.279559
SAGW,Wildlife_SAGW_W102_016,68,1/19/2018,670,2/27/2018,709,19,58,40,Garmin GLO,SODN_055,SODNsd147,Stake,NA,Good,Normal,5,1,280,cam in open soil,NA,NA,93,Y,NA,NA,NA,N,NA,{83E7655B-4152-4CD5-B323-974A801E5E44},-111.217194,32.279543
SAGW,Wildlife_SAGW_W102_039,69,1/19/2018,670,2/27/2018,709,19,58,40,Garmin GLO,SODN_022,SODNsd146,Stake,NA,Good,Normal,5,1,220,cam is NW of drainage beneath large ocotillo/saguaro conglomerate ,NA,NA,72,Y,NA,NA,NA,N,NA,{171ECC6B-00CA-4B39-9A7B-BA1424322BF0},-111.217438,32.270471
SAGW,Wildlife_SAGW_W202_009,70,1/19/2018,670,3/13/2018,723,19,72,54,Garmin GLO,SODN_082,SODNsd149,Stake,NA,Low,Normal,5,1,360,"camera in open soil, 6 from large patch of cholla @ 347 degrees",NA,NA,161,Y,NA,NA,NA,N,NA,{3D094F24-5A2E-48A7-82EC-C2DB7084599A},-111.206735,32.270694
SAGW,Wildlife_SAGW_W202_040,106,1/29/2018,680,2/26/2018,708,29,57,29,Garmin GLO,SODN_093,SODNsd114,Stake,NA,Good,Normal,5,1,280,6 meters west of 2 armed 7 meter tall Saguaro at bearing of 296. In open gravel.,NA,NA,45,Y,NA,NA,NA,N,NA,{88E6FCB7-545D-4385-AB12-8592EF8D6C81},-111.195984,32.270751
SAGW,Wildlife_SAGW_W202_010,105,1/29/2018,680,2/26/2018,708,29,57,29,Garmin GLO,SODN_020,SODNsd162,Stake,NA,Low,Normal,5,1,296,On Westside of drainage. About 10 meters north off 5m tall 3 armed Saguaro. And 7 meters NEE off 4m tall 3 armed saguaro. Camera facing west.,NA,NA,30,Y,NA,NA,NA,N,NA,{407A3DCD-C09F-46DF-BA14-09B455D693A9},-111.1854402,32.270969
SAGW,Wildlife_SAGW_W202_011,104,1/29/2018,680,2/26/2018,708,29,57,29,Garmin GLO,SODN_011,SODNsd075,Stake,NA,Low,Normal,5,1,38,Camera is in between large Ocotillo and 4m tall no-armed saguaro/cholla conglomerate ,NA,NA,47,Y,NA,NA,NA,N,NA,{690ADFB7-D113-4EA8-B287-AC8F5F9A8C02},-111.174787,32.270926
